step,train_loss,val_loss,lr,sec_per_step
34100,0.81529,,1.249313e-04,0.085
34200,0.82587,,1.241306e-04,0.085
34300,0.79596,,1.233307e-04,0.085
34400,0.82023,,1.225315e-04,0.085
34500,0.80215,,1.217332e-04,0.085
34600,0.84037,,1.209357e-04,0.085
34700,0.81942,,1.201390e-04,0.085
34800,0.77658,,1.193433e-04,0.085
34900,0.80462,,1.185484e-04,0.085
35000,0.80379,0.72094,1.177544e-04,0.085
35100,0.80253,,1.169614e-04,0.085
35200,0.82999,,1.161694e-04,0.085
35300,0.77779,,1.153783e-04,0.085
35400,0.79678,,1.145883e-04,0.085
35500,0.81539,,1.137993e-04,0.085
35600,0.77150,,1.130114e-04,0.085
35700,0.79198,,1.122245e-04,0.085
35800,0.76065,,1.114388e-04,0.085
35900,0.77726,,1.106542e-04,0.085
36000,0.77578,0.71264,1.098707e-04,0.085
36100,0.77245,,1.090885e-04,0.085
36200,0.77788,,1.083074e-04,0.085
36300,0.77078,,1.075276e-04,0.085
36400,0.77924,,1.067489e-04,0.085
36500,0.78904,,1.059716e-04,0.085
36600,0.79046,,1.051956e-04,0.085
36700,0.78058,,1.044208e-04,0.085
36800,0.77211,,1.036475e-04,0.085
36900,0.75274,,1.028754e-04,0.085
37000,0.77960,0.70009,1.021048e-04,0.085
37100,0.76949,,1.013355e-04,0.085
37200,0.72673,,1.005677e-04,0.085
37300,0.74836,,9.980135e-05,0.085
37400,0.74693,,9.903645e-05,0.085
37500,0.75351,,9.827305e-05,0.085
37600,0.75575,,9.751117e-05,0.085
37700,0.72271,,9.675083e-05,0.085
37800,0.73558,,9.599206e-05,0.085
37900,0.76723,,9.523486e-05,0.085
38000,0.75737,0.68103,9.447928e-05,0.085
38100,0.74232,,9.372532e-05,0.085
38200,0.76313,,9.297301e-05,0.085
38300,0.75507,,9.222238e-05,0.085
38400,0.74728,,9.147344e-05,0.085
38500,0.74223,,9.072622e-05,0.085
38600,0.75090,,8.998074e-05,0.085
38700,0.74580,,8.923702e-05,0.085
38800,0.73869,,8.849508e-05,0.085
38900,0.72915,,8.775494e-05,0.085
39000,0.73094,0.66927,8.701663e-05,0.085
39100,0.74075,,8.628017e-05,0.085
39200,0.74677,,8.554558e-05,0.085
39300,0.74290,,8.481288e-05,0.085
39400,0.74953,,8.408210e-05,0.085
39500,0.72314,,8.335324e-05,0.085
39600,0.70790,,8.262635e-05,0.085
39700,0.71297,,8.190143e-05,0.085
39800,0.71722,,8.117850e-05,0.085
39900,0.71045,,8.045760e-05,0.085
40000,0.72174,0.65751,7.973873e-05,0.085
40100,0.71968,,7.902193e-05,0.085
40200,0.72185,,7.830721e-05,0.085
40300,0.74367,,7.759459e-05,0.085
40400,0.72084,,7.688410e-05,0.085
40500,0.70700,,7.617576e-05,0.085
40600,0.72403,,7.546957e-05,0.085
40700,0.69249,,7.476558e-05,0.085
40800,0.71347,,7.406379e-05,0.085
40900,0.71283,,7.336423e-05,0.085
41000,0.73966,0.64764,7.266692e-05,0.085
41100,0.69850,,7.197188e-05,0.085
41200,0.70431,,7.127913e-05,0.085
41300,0.71840,,7.058868e-05,0.085
41400,0.71531,,6.990057e-05,0.085
41500,0.71665,,6.921481e-05,0.085
41600,0.72971,,6.853141e-05,0.085
41700,0.70378,,6.785041e-05,0.085
41800,0.69227,,6.717182e-05,0.085
41900,0.68356,,6.649565e-05,0.085
42000,0.72102,0.63764,6.582194e-05,0.085
42100,0.67768,,6.515070e-05,0.085
42200,0.71659,,6.448194e-05,0.085
42300,0.69992,,6.381570e-05,0.085
42400,0.71725,,6.315198e-05,0.085
42500,0.67006,,6.249081e-05,0.085
42600,0.68498,,6.183221e-05,0.085
42700,0.66778,,6.117620e-05,0.085
42800,0.65192,,6.052279e-05,0.085
42900,0.69471,,5.987201e-05,0.085
43000,0.69059,0.62349,5.922387e-05,0.085
43100,0.67356,,5.857839e-05,0.085
43200,0.67322,,5.793560e-05,0.085
43300,0.69623,,5.729551e-05,0.085
43400,0.66913,,5.665813e-05,0.085
43500,0.69486,,5.602350e-05,0.085
43600,0.70279,,5.539162e-05,0.085
43700,0.64473,,5.476252e-05,0.085
43800,0.69201,,5.413622e-05,0.085
43900,0.66984,,5.351272e-05,0.085
44000,0.66423,0.61656,5.289206e-05,0.085
44100,0.65828,,5.227424e-05,0.085
44200,0.65578,,5.165930e-05,0.085
44300,0.66552,,5.104723e-05,0.085
44400,0.64680,,5.043807e-05,0.085
44500,0.64764,,4.983184e-05,0.085
44600,0.66261,,4.922854e-05,0.085
44700,0.66677,,4.862819e-05,0.085
44800,0.66125,,4.803083e-05,0.085
44900,0.67516,,4.743645e-05,0.085
45000,0.65463,0.60264,4.684508e-05,0.085
45100,0.66395,,4.625674e-05,0.085
45200,0.68269,,4.567144e-05,0.085
45300,0.64938,,4.508921e-05,0.085
45400,0.65896,,4.451005e-05,0.085
45500,0.66930,,4.393398e-05,0.085
45600,0.66144,,4.336103e-05,0.085
45700,0.66282,,4.279121e-05,0.085
45800,0.63954,,4.222453e-05,0.085
45900,0.66418,,4.166101e-05,0.085
46000,0.65869,0.59082,4.110068e-05,0.085
46100,0.65215,,4.054353e-05,0.085
46200,0.68201,,3.998960e-05,0.085
46300,0.66638,,3.943890e-05,0.085
46400,0.63691,,3.889144e-05,0.085
46500,0.60304,,3.834724e-05,0.085
46600,0.63954,,3.780632e-05,0.085
46700,0.63292,,3.726868e-05,0.085
46800,0.66524,,3.673436e-05,0.085
46900,0.65002,,3.620336e-05,0.085
47000,0.63474,0.58094,3.567569e-05,0.085
47100,0.60612,,3.515138e-05,0.085
47200,0.61866,,3.463044e-05,0.085
47300,0.62301,,3.411289e-05,0.085
47400,0.63597,,3.359873e-05,0.085
47500,0.63277,,3.308799e-05,0.085
47600,0.62596,,3.258068e-05,0.085
47700,0.63857,,3.207682e-05,0.085
47800,0.66446,,3.157641e-05,0.085
47900,0.62289,,3.107948e-05,0.085
48000,0.64784,0.57195,3.058604e-05,0.085
48100,0.62193,,3.009610e-05,0.085
48200,0.63310,,2.960968e-05,0.085
48300,0.62700,,2.912679e-05,0.085
48400,0.64792,,2.864745e-05,0.085
48500,0.62753,,2.817167e-05,0.085
48600,0.62728,,2.769946e-05,0.085
48700,0.64593,,2.723084e-05,0.085
48800,0.62099,,2.676582e-05,0.085
48900,0.59700,,2.630442e-05,0.085
49000,0.57529,0.56234,2.584665e-05,0.085
49100,0.62395,,2.539252e-05,0.085
49200,0.61277,,2.494205e-05,0.085
49300,0.65012,,2.449524e-05,0.085
49400,0.59724,,2.405212e-05,0.085
49500,0.59304,,2.361269e-05,0.085
49600,0.60572,,2.317697e-05,0.085
49700,0.61391,,2.274497e-05,0.085
49800,0.63043,,2.231670e-05,0.085
49900,0.62160,,2.189218e-05,0.085
50000,0.63228,0.55588,2.147142e-05,0.085
50100,0.59192,,2.105443e-05,0.085
50200,0.59225,,2.064123e-05,0.085
50300,0.62897,,2.023181e-05,0.085
50400,0.61074,,1.982621e-05,0.085
50500,0.60422,,1.942442e-05,0.085
50600,0.60259,,1.902647e-05,0.085
50700,0.61853,,1.863236e-05,0.085
50800,0.60448,,1.824210e-05,0.085
50900,0.59716,,1.785571e-05,0.085
51000,0.58286,0.54784,1.747319e-05,0.085
51100,0.60252,,1.709457e-05,0.085
51200,0.59939,,1.671984e-05,0.085
51300,0.58739,,1.634902e-05,0.085
51400,0.59744,,1.598213e-05,0.085
51500,0.59020,,1.561916e-05,0.085
